เขต ,พรรค,คะแนน,Tag,พรรคที่ชนะ,สส.แบ่งเขต 
ศรีสะเกษ เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 6,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 6,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 7,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 7,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ศรีสะเกษ เขต 8,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ศรีสะเกษ เขต 8,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
 สงขลา เขต 1,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 1,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 1,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 2,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 2,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 3,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 3,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 4,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 4,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 5,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 5,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 6,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 6,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 7,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 7,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,เพื่อไทย,4500,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,ประชาธิปัตย์,45000,ชนะขาด,ประชาธิปัตย์,1
 สงขลา เขต 8,พลังประชารัฐ,11233,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,อนาคตใหม่,1550,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,ภูมิใจไทย,4090,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,พรรคไทยรักษาชาติ,6700,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,เสรีรวมไทย,7900,แพ้ขาด,ประชาธิปัตย์,0
 สงขลา เขต 8,รวมพลังประชาชาติไทย,5460,แพ้ขาด,ประชาธิปัตย์,0
อุดรธานี เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 6,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 6,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 7,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 7,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
อุดรธานี เขต 8,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
อุดรธานี เขต 8,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 3,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 4,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 4,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 5,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 5,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 6,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 6,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 7,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 7,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 8,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 8,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
เชียงใหม่ เขต 9,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
เชียงใหม่ เขต 9,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ขอนแก่น เขต 1,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 1,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ขอนแก่น เขต 2,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,พรรคไทยรักษาชาติ,8576,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,เสรีรวมไทย,4859,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 2,รวมพลังประชาชาติไทย,890,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 3,เพื่อไทย,33000,ชนะขาด,เพื่อไทย,1
ขอนแก่น เขต 3,ประชาธิปัตย์,4500,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 3,พลังประชารัฐ,7900,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 3,อนาคตใหม่,5555,แพ้ขาด,เพื่อไทย,0
ขอนแก่น เขต 3,ภูมิใจไทย,8760,แพ้ขาด,เพื่อไทย,0
