รหัสพรรค,ชื่อเขต,รหัสเขต,ชื่อพรรค,เปอร์เซ็น/คะแนน,ภูมิภาค
181,นครราชสีมา เขต12,A7612,รวมพลังประชาชาติไทย,13,ตะวันออกเฉียงเหนือ
000,นครราชสีมา เขต12,A7612,บัตรเสีย,13,ตะวันออกเฉียงเหนือ
888,นครราชสีมา เขต12,A7612,ไม่ใช่สิทธิ์ลงคะแนน,10,ตะวันออกเฉียงเหนือ
999,นครราชสีมา เขต13,A7613,บัตรดี,,ตะวันออกเฉียงเหนือ
034,นครราชสีมา เขต13,A7613,เพื่อไทย,5,ตะวันออกเฉียงเหนือ
001,นครราชสีมา เขต13,A7613,ประชาธิปัตย์,14,ตะวันออกเฉียงเหนือ
192,นครราชสีมา เขต13,A7613,พลังประชารัฐ,17,ตะวันออกเฉียงเหนือ
177,นครราชสีมา เขต13,A7613,อนาคตใหม่,7,ตะวันออกเฉียงเหนือ
063,นครราชสีมา เขต13,A7613,ภูมิใจไทย,7,ตะวันออกเฉียงเหนือ
077,นครราชสีมา เขต13,A7613,พรรคไทยรักษาชาติ,11,ตะวันออกเฉียงเหนือ
145,นครราชสีมา เขต13,A7613,เสรีรวมไทย,12,ตะวันออกเฉียงเหนือ
181,นครราชสีมา เขต13,A7613,รวมพลังประชาชาติไทย,5,ตะวันออกเฉียงเหนือ
000,นครราชสีมา เขต13,A7613,บัตรเสีย,18,ตะวันออกเฉียงเหนือ
888,นครราชสีมา เขต13,A7613,ไม่ใช่สิทธิ์ลงคะแนน,4,ตะวันออกเฉียงเหนือ
999,นครราชสีมา เขต14,A7614,บัตรดี,,ตะวันออกเฉียงเหนือ
034,นครราชสีมา เขต14,A7614,เพื่อไทย,14,ตะวันออกเฉียงเหนือ
001,นครราชสีมา เขต14,A7614,ประชาธิปัตย์,7,ตะวันออกเฉียงเหนือ
192,นครราชสีมา เขต14,A7614,พลังประชารัฐ,11,ตะวันออกเฉียงเหนือ
177,นครราชสีมา เขต14,A7614,อนาคตใหม่,15,ตะวันออกเฉียงเหนือ
063,นครราชสีมา เขต14,A7614,ภูมิใจไทย,10,ตะวันออกเฉียงเหนือ
077,นครราชสีมา เขต14,A7614,พรรคไทยรักษาชาติ,6,ตะวันออกเฉียงเหนือ
145,นครราชสีมา เขต14,A7614,เสรีรวมไทย,13,ตะวันออกเฉียงเหนือ
181,นครราชสีมา เขต14,A7614,รวมพลังประชาชาติไทย,9,ตะวันออกเฉียงเหนือ
000,นครราชสีมา เขต14,A7614,บัตรเสีย,11,ตะวันออกเฉียงเหนือ
888,นครราชสีมา เขต14,A7614,ไม่ใช่สิทธิ์ลงคะแนน,4,ตะวันออกเฉียงเหนือ
999,กรุงเทพมหานคร เขต1,A7701,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต1,A7701,เพื่อไทย,10,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต1,A7701,ประชาธิปัตย์,7,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต1,A7701,พลังประชารัฐ,7,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต1,A7701,อนาคตใหม่,16,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต1,A7701,ภูมิใจไทย,16,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต1,A7701,พรรคไทยรักษาชาติ,10,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต1,A7701,เสรีรวมไทย,6,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต1,A7701,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต1,A7701,บัตรเสีย,17,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต1,A7701,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต2,A7702,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต2,A7702,เพื่อไทย,11,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต2,A7702,ประชาธิปัตย์,12,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต2,A7702,พลังประชารัฐ,6,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต2,A7702,อนาคตใหม่,17,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต2,A7702,ภูมิใจไทย,7,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต2,A7702,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต2,A7702,เสรีรวมไทย,7,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต2,A7702,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต2,A7702,บัตรเสีย,11,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต2,A7702,ไม่ใช่สิทธิ์ลงคะแนน,10,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต3,A7703,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต3,A7703,เพื่อไทย,11,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต3,A7703,ประชาธิปัตย์,6,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต3,A7703,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต3,A7703,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต3,A7703,ภูมิใจไทย,6,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต3,A7703,พรรคไทยรักษาชาติ,17,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต3,A7703,เสรีรวมไทย,12,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต3,A7703,รวมพลังประชาชาติไทย,16,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต3,A7703,บัตรเสีย,15,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต3,A7703,ไม่ใช่สิทธิ์ลงคะแนน,3,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต4,A7704,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต4,A7704,เพื่อไทย,7,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต4,A7704,ประชาธิปัตย์,17,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต4,A7704,พลังประชารัฐ,14,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต4,A7704,อนาคตใหม่,8,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต4,A7704,ภูมิใจไทย,18,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต4,A7704,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต4,A7704,เสรีรวมไทย,16,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต4,A7704,รวมพลังประชาชาติไทย,6,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต4,A7704,บัตรเสีย,6,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต4,A7704,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต5,A7705,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต5,A7705,เพื่อไทย,9,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต5,A7705,ประชาธิปัตย์,13,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต5,A7705,พลังประชารัฐ,7,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต5,A7705,อนาคตใหม่,18,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต5,A7705,ภูมิใจไทย,19,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต5,A7705,พรรคไทยรักษาชาติ,6,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต5,A7705,เสรีรวมไทย,15,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต5,A7705,รวมพลังประชาชาติไทย,12,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต5,A7705,บัตรเสีย,1,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต5,A7705,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต6,A7706,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต6,A7706,เพื่อไทย,20,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต6,A7706,ประชาธิปัตย์,7,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต6,A7706,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต6,A7706,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต6,A7706,ภูมิใจไทย,9,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต6,A7706,พรรคไทยรักษาชาติ,11,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต6,A7706,เสรีรวมไทย,8,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต6,A7706,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต6,A7706,บัตรเสีย,10,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต6,A7706,ไม่ใช่สิทธิ์ลงคะแนน,10,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต7,A7707,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต7,A7707,เพื่อไทย,5,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต7,A7707,ประชาธิปัตย์,5,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต7,A7707,พลังประชารัฐ,8,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต7,A7707,อนาคตใหม่,20,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต7,A7707,ภูมิใจไทย,10,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต7,A7707,พรรคไทยรักษาชาติ,12,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต7,A7707,เสรีรวมไทย,17,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต7,A7707,รวมพลังประชาชาติไทย,13,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต7,A7707,บัตรเสีย,5,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต7,A7707,ไม่ใช่สิทธิ์ลงคะแนน,5,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต8,A7708,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต8,A7708,เพื่อไทย,12,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต8,A7708,ประชาธิปัตย์,16,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต8,A7708,พลังประชารัฐ,6,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต8,A7708,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต8,A7708,ภูมิใจไทย,5,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต8,A7708,พรรคไทยรักษาชาติ,18,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต8,A7708,เสรีรวมไทย,5,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต8,A7708,รวมพลังประชาชาติไทย,16,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต8,A7708,บัตรเสีย,17,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต8,A7708,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต9,A7709,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต9,A7709,เพื่อไทย,13,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต9,A7709,ประชาธิปัตย์,15,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต9,A7709,พลังประชารัฐ,5,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต9,A7709,อนาคตใหม่,14,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต9,A7709,ภูมิใจไทย,14,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต9,A7709,พรรคไทยรักษาชาติ,11,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต9,A7709,เสรีรวมไทย,7,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต9,A7709,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต9,A7709,บัตรเสีย,5,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต9,A7709,ไม่ใช่สิทธิ์ลงคะแนน,5,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต10,A7710,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต10,A7710,เพื่อไทย,5,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต10,A7710,ประชาธิปัตย์,17,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต10,A7710,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต10,A7710,อนาคตใหม่,11,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต10,A7710,ภูมิใจไทย,15,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต10,A7710,พรรคไทยรักษาชาติ,5,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต10,A7710,เสรีรวมไทย,5,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต10,A7710,รวมพลังประชาชาติไทย,18,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต10,A7710,บัตรเสีย,14,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต10,A7710,ไม่ใช่สิทธิ์ลงคะแนน,1,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต11,A7711,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต11,A7711,เพื่อไทย,7,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต11,A7711,ประชาธิปัตย์,7,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต11,A7711,พลังประชารัฐ,20,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต11,A7711,อนาคตใหม่,13,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต11,A7711,ภูมิใจไทย,6,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต11,A7711,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต11,A7711,เสรีรวมไทย,8,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต11,A7711,รวมพลังประชาชาติไทย,19,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต11,A7711,บัตรเสีย,10,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต11,A7711,ไม่ใช่สิทธิ์ลงคะแนน,2,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต12,A7712,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต12,A7712,เพื่อไทย,7,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต12,A7712,ประชาธิปัตย์,5,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต12,A7712,พลังประชารัฐ,13,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต12,A7712,อนาคตใหม่,17,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต12,A7712,ภูมิใจไทย,8,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต12,A7712,พรรคไทยรักษาชาติ,10,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต12,A7712,เสรีรวมไทย,18,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต12,A7712,รวมพลังประชาชาติไทย,12,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต12,A7712,บัตรเสีย,9,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต12,A7712,ไม่ใช่สิทธิ์ลงคะแนน,1,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต13,A7713,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต13,A7713,เพื่อไทย,5,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต13,A7713,ประชาธิปัตย์,18,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต13,A7713,พลังประชารัฐ,14,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต13,A7713,อนาคตใหม่,9,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต13,A7713,ภูมิใจไทย,7,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต13,A7713,พรรคไทยรักษาชาติ,5,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต13,A7713,เสรีรวมไทย,6,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต13,A7713,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต13,A7713,บัตรเสีย,7,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต13,A7713,ไม่ใช่สิทธิ์ลงคะแนน,20,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต14,A7714,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต14,A7714,เพื่อไทย,9,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต14,A7714,ประชาธิปัตย์,13,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต14,A7714,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต14,A7714,อนาคตใหม่,6,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต14,A7714,ภูมิใจไทย,11,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต14,A7714,พรรคไทยรักษาชาติ,8,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต14,A7714,เสรีรวมไทย,11,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต14,A7714,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต14,A7714,บัตรเสีย,5,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต14,A7714,ไม่ใช่สิทธิ์ลงคะแนน,19,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต15,A7715,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต15,A7715,เพื่อไทย,7,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต15,A7715,ประชาธิปัตย์,6,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต15,A7715,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต15,A7715,อนาคตใหม่,15,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต15,A7715,ภูมิใจไทย,7,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต15,A7715,พรรคไทยรักษาชาติ,7,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต15,A7715,เสรีรวมไทย,10,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต15,A7715,รวมพลังประชาชาติไทย,14,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต15,A7715,บัตรเสีย,14,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต15,A7715,ไม่ใช่สิทธิ์ลงคะแนน,11,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต16,A7716,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต16,A7716,เพื่อไทย,14,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต16,A7716,ประชาธิปัตย์,11,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต16,A7716,พลังประชารัฐ,9,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต16,A7716,อนาคตใหม่,15,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต16,A7716,ภูมิใจไทย,6,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต16,A7716,พรรคไทยรักษาชาติ,5,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต16,A7716,เสรีรวมไทย,9,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต16,A7716,รวมพลังประชาชาติไทย,14,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต16,A7716,บัตรเสีย,13,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต16,A7716,ไม่ใช่สิทธิ์ลงคะแนน,4,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต17,A7717,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต17,A7717,เพื่อไทย,20,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต17,A7717,ประชาธิปัตย์,15,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต17,A7717,พลังประชารัฐ,16,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต17,A7717,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต17,A7717,ภูมิใจไทย,6,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต17,A7717,พรรคไทยรักษาชาติ,16,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต17,A7717,เสรีรวมไทย,3,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต17,A7717,รวมพลังประชาชาติไทย,13,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต17,A7717,บัตรเสีย,6,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต17,A7717,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต18,A7718,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต18,A7718,เพื่อไทย,17,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต18,A7718,ประชาธิปัตย์,9,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต18,A7718,พลังประชารัฐ,8,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต18,A7718,อนาคตใหม่,7,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต18,A7718,ภูมิใจไทย,8,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต18,A7718,พรรคไทยรักษาชาติ,7,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต18,A7718,เสรีรวมไทย,14,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต18,A7718,รวมพลังประชาชาติไทย,12,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต18,A7718,บัตรเสีย,18,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต18,A7718,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต19,A7719,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต19,A7719,เพื่อไทย,12,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต19,A7719,ประชาธิปัตย์,12,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต19,A7719,พลังประชารัฐ,10,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต19,A7719,อนาคตใหม่,8,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต19,A7719,ภูมิใจไทย,5,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต19,A7719,พรรคไทยรักษาชาติ,11,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต19,A7719,เสรีรวมไทย,12,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต19,A7719,รวมพลังประชาชาติไทย,11,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต19,A7719,บัตรเสีย,13,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต19,A7719,ไม่ใช่สิทธิ์ลงคะแนน,6,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต20,A7720,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต20,A7720,เพื่อไทย,11,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต20,A7720,ประชาธิปัตย์,14,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต20,A7720,พลังประชารัฐ,19,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต20,A7720,อนาคตใหม่,5,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต20,A7720,ภูมิใจไทย,9,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต20,A7720,พรรคไทยรักษาชาติ,16,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต20,A7720,เสรีรวมไทย,7,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต20,A7720,รวมพลังประชาชาติไทย,6,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต20,A7720,บัตรเสีย,7,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต20,A7720,ไม่ใช่สิทธิ์ลงคะแนน,6,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต21,A7721,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต21,A7721,เพื่อไทย,17,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต21,A7721,ประชาธิปัตย์,6,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต21,A7721,พลังประชารัฐ,14,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต21,A7721,อนาคตใหม่,6,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต21,A7721,ภูมิใจไทย,12,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต21,A7721,พรรคไทยรักษาชาติ,17,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต21,A7721,เสรีรวมไทย,5,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต21,A7721,รวมพลังประชาชาติไทย,7,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต21,A7721,บัตรเสีย,11,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต21,A7721,ไม่ใช่สิทธิ์ลงคะแนน,5,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต22,A7722,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต22,A7722,เพื่อไทย,15,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต22,A7722,ประชาธิปัตย์,11,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต22,A7722,พลังประชารัฐ,15,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต22,A7722,อนาคตใหม่,13,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต22,A7722,ภูมิใจไทย,6,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต22,A7722,พรรคไทยรักษาชาติ,13,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต22,A7722,เสรีรวมไทย,8,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต22,A7722,รวมพลังประชาชาติไทย,9,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต22,A7722,บัตรเสีย,8,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต22,A7722,ไม่ใช่สิทธิ์ลงคะแนน,2,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต23,A7723,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต23,A7723,เพื่อไทย,5,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต23,A7723,ประชาธิปัตย์,16,กทมและปริมณฑล
192,กรุงเทพมหานคร เขต23,A7723,พลังประชารัฐ,5,กทมและปริมณฑล
177,กรุงเทพมหานคร เขต23,A7723,อนาคตใหม่,9,กทมและปริมณฑล
063,กรุงเทพมหานคร เขต23,A7723,ภูมิใจไทย,11,กทมและปริมณฑล
077,กรุงเทพมหานคร เขต23,A7723,พรรคไทยรักษาชาติ,17,กทมและปริมณฑล
145,กรุงเทพมหานคร เขต23,A7723,เสรีรวมไทย,16,กทมและปริมณฑล
181,กรุงเทพมหานคร เขต23,A7723,รวมพลังประชาชาติไทย,10,กทมและปริมณฑล
000,กรุงเทพมหานคร เขต23,A7723,บัตรเสีย,11,กทมและปริมณฑล
888,กรุงเทพมหานคร เขต23,A7723,ไม่ใช่สิทธิ์ลงคะแนน,0,กทมและปริมณฑล
999,กรุงเทพมหานคร เขต24,A7724,บัตรดี,,กทมและปริมณฑล
034,กรุงเทพมหานคร เขต24,A7724,เพื่อไทย,7,กทมและปริมณฑล
001,กรุงเทพมหานคร เขต24,A7724,ประชาธิปัตย์,11,กทมและปริมณฑล
